business_id,name,city,review_count,rating
KuT7g4zUVvYzl4lvaWRdZQ,Fish Day,union city,328,4.0
DnAggvo0tSiKeL6N66o8bg,Ocean Oyster Bar & Grill,union city,517,4.0
WsGuzSeXWFMCRgpwlcxf9Q,Mabuhay Grill,union city,25,4.0
kUTfn4A8T8pjvgeB5-mVxg,Din Ding Dumpling House-Union City,union city,915,4.0
G7fObj-1Kz8J1MAezsQUPg,Dave’s Hot Chicken,union city,327,4.0
-_z21tEnwg-dB_-yhsawXA,Pho VN Vietnamese Restaurant,union city,690,4.0
0JpjMUcapIvLvIRvfZgWrg,Greens N Grills,union city,217,4.5
RviSR-PVrtYCf0mxNaJfXg,Backyard Bayou,union city,1227,3.5
NQ-ZtcsBEU4e6OonsMcTXQ,Tacos Papo,union city,285,4.0
k3Qcv76v4oIp4iHPca8Q7Q,Ramen Shu,union city,543,4.0
G934t15SRkfMb8IJEqbRHw,Nick The Greek,union city,257,4.0
JNDaF-TYi9KQcfBKGR_JSA,Carmelita’s Taqueria,union city,225,4.0
rYlcVCQ5acLPDuQQ-MfLPA,Cafe 86,union city,297,4.0
dfvIjqrbI22eq1pfThblOQ,Mifen101,union city,30,4.0
3142Umkt_hB8R6pLC7vv_g,Che-Lo,union city,537,4.0
JG_xNuxRaG4q7TTHSSxV9g,Mr Kebab,union city,888,4.0
M8k9AEzGUNZBYbadKxlBOg,Thai BBQ,union city,386,4.0
_VMtw9E5vm10MggpnSekaQ,Pho Mama,union city,182,4.0
Id9JxBdlJxXGqSnxOY3HRw,Parilya,union city,140,3.5
4ggEL-XzxCsCkjta6cSzQA,New China,union city,452,4.0
ipctqFNG4leKlzPLlOE6Xg,Menya Shono,union city,267,3.5
pnPvEBgVq-DKUMcz_EH7_g,Baby Cafe,union city,214,3.0
wNqxsTTVuWqp9AWj5BEeGQ,Pottastic,union city,207,3.5
RerJ7IHDY2dP8f5w-R0urA,Jenjon’s Cafe,union city,486,4.0
zNywBR_2w0XXU-uE6wK4rg,Baldie’s Café,union city,890,4.0
2W73O4qBo3s2Ej96-hSn0Q,Dragon House,union city,440,3.5
cGTNaphwexAJkuK628XgUw,Cock n’ Curry - Indian Fried Chicken,union city,4,5.0
cIuecCym94P_utJ4x4VxlQ,Grand Golden Bay Seafood restaurant,union city,143,3.5
pzM9wpVbIk2SqjIhLvgwoQ,HK Top,union city,322,3.0
_GUevU0rQI_68qGQ1LP2Sg,Break Your Fast,union city,1000,3.5
Gj23eUlalfWMTDDB2PLacA,Donut Delight Express,union city,239,3.5
zfDYrl9spzRsldrD4Pm2rQ,Peshawari Kababs,union city,374,3.5
k7iXPl7Y5zgrF06B3E0t9A,The Cheese Steak Shop,union city,149,3.5
J0eex1hFwL3tZ7-7YxUSyA,Uncle Yu Restaurant 永康又一家,union city,350,4.0
wGV52IpO7ROI2Rg3SYWEuQ,Thai Village Cuisine,union city,434,4.0
JWwWrQxf8cafDpWSSJ5NXQ,Chaplin’s Sports Bistro,union city,624,4.0
RqJN9qiWtA18p6KqpDjEIw,Mexico Tipico,union city,512,3.5
d__fu_ctOA818MWBk9uRWQ,Sushi GoGo,union city,53,3.5
fW3UEIfELqaot2A5ghj9GQ,Hippies Brew - Temp. CLOSED,union city,100,4.5
cJpMqzYNT0hRT2ECj_RuRQ,Tomatina,union city,608,3.0
4lJ4rOPaixcx5qVMGiuxrg,Anytime Hawaiian BBQ & Local Food,union city,90,3.5
G7fObj-1Kz8J1MAezsQUPg,Dave’s Hot Chicken,union city,327,4.0
KtUWpP6qUncBcDxlHJntXw,Jollibee,union city,829,2.5
cS9l9JTEBmVvVhksnYfDog,In-N-Out Burger,union city,509,4.0
G934t15SRkfMb8IJEqbRHw,Nick The Greek,union city,257,4.0
I6j8Nw_kgjHf7TC_U8bZ5Q,McDonald’s,union city,149,2.0
dlhaKm7H5s8Cu44tO6yixg,Popeyes Louisiana Kitchen,union city,127,3.0
JNDaF-TYi9KQcfBKGR_JSA,Carmelita’s Taqueria,union city,225,4.0
3142Umkt_hB8R6pLC7vv_g,Che-Lo,union city,537,4.0
oEHGvcW4lZpI6W_EDn4QXQ,Taco Bell,union city,101,2.5
9rUPomG4aHWfWUw9j3-JKw,Taco Bell,union city,136,1.5
Hdp3XKxBqC-72KxJGeWnTQ,The Habit Burger Grill,union city,74,3.0
YDcIwDNq6-Zl_G5K517D7g,Whipple Taqueria,union city,251,3.5
4eiReyosNRSjNUcQCTGSNg,Burger King,union city,106,1.5
ubbRq3md5xY3VhTcarz6JQ,Burger King,union city,116,2.0
R2Qb5I5OZ3nqrSfEtYSLEw,Wingstop,union city,414,3.0
tFIbCS7NrZAWrMsYJBKqFg,Cam Huong,union city,575,4.0
Id9JxBdlJxXGqSnxOY3HRw,Parilya,union city,140,3.5
23jIhAA_M1JIhPatn8amRw,Taco Bell,union city,152,2.0
hE7iXaVEVJ5olpK9cQ3jKw,Amy’s Donuts,union city,215,4.5
HwyStydNrEiuskL4bOoPHg,KFC,union city,95,2.5
Xv53q5647Dub-MZt18yghw,Chipotle Mexican Grill,union city,492,2.0
RerJ7IHDY2dP8f5w-R0urA,Jenjon’s Cafe,union city,486,4.0
8nK6-uY6wBCFj_NAa4lLjA,Pacific PourHouse,union city,1108,4.0
pmdyX06bwGFrcBNfzmb8aQ,Buffalo Wild Wings,union city,955,2.0
JRofmKaZVYnwMEuWlwOOlA,Grill City,union city,0,0.0
zft6f68pc2vHfvIP709i-w,TOGO’S Sandwiches,union city,127,3.5
yjEWImtMBiDap-jJD2y1KA,IHOP,union city,501,2.5
i13N8OTSGy4ytDsIJvuB4g,McDonald’s,union city,56,1.5
28Ie0N_O37A5FLg_HwhQRg,Chowking,union city,190,2.0
zNywBR_2w0XXU-uE6wK4rg,Baldie’s Café,union city,890,4.0
RviSR-PVrtYCf0mxNaJfXg,Backyard Bayou,union city,1227,3.5
iTyqLtlOE32LSlH8qpN-Gw,TGI Fridays,union city,848,2.5
